cast,genres,movie_id,original_title,plot
[],[],294550,The Outrageous Sophie Tucker,"The rags to riches story of Sophie Tucker, an ..."
"['Dakota Fanning', 'Jeremy Irvine', 'Kaya Scod...","['Drama', 'Romance']",90369,Now Is Good,A girl dying of leukemia compiles a list of th...
"['Katie Peterson', 'Shea Stewart', 'Brandy Whi...","['Horror', 'Comedy']",117942,Girls Gone Dead,A group of six ex-high school cheerleaders are...
[],[],380097,America Is Still the Place,1971 post civil rights San Francisco seemed li...
"['Tim Abell', 'Naomi Brockwell', 'Aleisha Force']","['Action', 'Thriller', 'Mystery']",322194,Subconscious,An investigation into a retired WWII sub plung...
"['Katherine Waterston', 'Scott Eastwood', 'Sar...","['Mystery', 'Science Fiction', 'Thriller']",98568,Enter Nowhere,Three strangers arrive one by one to a mysteri...
"['Manny Pérez', 'Luz Garcia', 'Sergio Carlo']","['Crime', 'Drama']",119657,El Rey de Najayo,"The dramatic story of Julian, a Dominican drug..."
"['Jennifer Hale', 'Evan Hannemann', 'Tonya Kay']","['Romance', 'Action']",380733,Fight to the Finish,A young amateur fighter makes an enemy with a ...
"['Terrance Zdunich', 'Paul Sorvino', 'Marc Sen...","['Music', 'Horror']",285743,Alleluia! The Devil's Carnival,The Devil's Carnival: Alleluia! is the second ...
"['Joseph E. Murray', 'Alex Anfanger', 'Rhomeyn...","['Thriller', 'Comedy', 'Mystery']",362765,The Sound and the Shadow,"An allergy-ridden, eavesdropping sound enginee..."
"['Kevin Sorbo', 'Sophie Bolen', 'Derek Brandon']",['Family'],379532,Rodeo Girl,Shipped off to her American dad's ranch for th...
"['Elizabeth Streb', 'Fabio Tavares', 'Sarah Ca...",['Documentary'],253261,Born to Fly: Elizabeth Streb vs. Gravity,Born to Fly pushes the boundaries between acti...
[],[],297100,The Little Ponderosa Zoo,The Little Ponderosa Zoo is preparing for thei...
"['Mitch Cohen', 'Andree Maranda', 'Jennifer Pr...","['Science Fiction', 'Action', 'Comedy']",15239,The Toxic Avenger,Tromaville has a monstrous new hero. The Toxic...
[],['Drama'],94072,Straight Out of Brooklyn,A Special Jury Award winner at the Sundance Fi...
"['James Nesbitt', 'Allan Gildea', 'Gerard Cros...","['Action', 'Adventure', 'Drama']",4107,Bloody Sunday,The dramatised story of the Irish civil rights...
[],[],325579,Diamond Ruff,"Action - Orphan, con artist, crime boss and mi..."
"['Helena Bonham Carter', 'Aaron Eckhart', 'Yur...","['Drama', 'Romance']",15624,Conversations with Other Women,"Reunited at a wedding after many years, former..."
"['Jason Yachanin', 'Kate Graham', 'Allyson Ser...","['Horror', 'Comedy']",17287,Poultrygeist: Night of the Chicken Dead,Humans... the other white meat... Unless you'r...
"['Caitlin Fitzgerald', 'Cheyenne Jackson', 'Pe...",[],198370,Mutual Friends,Surprise parties rarely go well. This one is n...
"['Warner Baxter', 'Bebe Daniels', 'George Brent']","['Music', 'Comedy', 'Romance']",3062,42nd Street,A producer puts on what may be his last Broadw...
[],[],328307,Rise of the Entrepreneur: The Search for a Bet...,The world is changing faster than ever. Techno...
"['Edward Clements', 'Chris Eigeman', 'Taylor N...","['Comedy', 'Drama']",15389,Metropolitan,A sparkling comedic chronicle of a middle-clas...
"['Michael Nyqvist', 'Frida Hallgren', 'Helen S...","['Romance', 'Drama', 'Comedy']",464,Så som i himmelen,A musical romantic tragedy about a famous comp...
"['Ace Marrero', 'Katie Stegeman']","['Horror', 'Drama']",308467,Roadside,"Dan Summers and his pregnant wife, Mindy, figh..."
"['Jon Heder', 'Aaron Ruell', 'Jon Gries']",['Comedy'],8193,Napoleon Dynamite,A listless and alienated teenager decides to h...
"['Macon Blair', 'Devin Ratray', 'Amy Hargreaves']","['Crime', 'Thriller']",188166,Blue Ruin,The quiet life of a beach bum is upended by dr...
"['Katie Featherston', 'Micah Sloat', 'Mark Fre...","['Horror', 'Mystery']",23827,Paranormal Activity,"After a young, middle class couple moves into ..."
"['Sean Penn', 'Jay Adams', 'Henry Rollins']",['Documentary'],1282,Dogtown and Z-Boys,Dogtown and Z-Boys follows the evolution of sk...
"['Graham Chapman', 'John Cleese', 'Terry Gilli...","['Adventure', 'Comedy', 'Fantasy']",762,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recrui..."
"['Emily Rios', 'Jesse Garcia', 'Chalo González']",['Drama'],64499,Quinceañera,"As Magdalena's 15th birthday approaches, her s..."
[],[],281189,Gory Gory Hallelujah,Four actors compete for the role of Jesus - a ...
"['Renee Leblanc', 'Adolph Davis', 'Jonathan Ca...","['Documentary', 'Drama']",1435,Tarnation,Filmmaker Jonathan Caouette's documentary on g...
[],['Documentary'],47546,I Want Your Money,Two versions of the American dream now stand i...
"['Kane Hodder', 'Doug Jones', 'Gena Shaw']","['Horror', 'Comedy']",189711,Love in the Time of Monsters,Two sisters travel to a cheesy tourist trap wh...
"['Catriona MacColl', 'David Warbeck', 'Cinzia ...",['Horror'],19204,...E tu vivrai nel terrore! L'aldilà,A young woman inherits an old hotel in Louisia...
"['Ashton Kutcher', 'Cameron Diaz', 'Lake Bell']","['Comedy', 'Romance']",9029,What Happens in Vegas,"During a wild vacation in Las Vegas, career wo..."
"['Kate Greenhouse', 'Aidan Devine', 'Gordon Cu...","['Horror', 'Science Fiction', 'Thriller']",18045,The Dark Hours,"Dr. Samantha Goodman is a beautiful, young psy..."
"['Gordon Warnecke', 'Daniel Day-Lewis', 'Rosha...","['Romance', 'Drama', 'Comedy']",11240,My Beautiful Laundrette,"Omar, a homosexual Pakistani boy living in Lon..."
[],"['Drama', 'Mystery', 'Thriller']",43743,Fabled,Joseph just broke up with his girlfriend and i...
"['Michelle Nolden', 'Katharine Isabelle', 'Ket...","['Drama', 'Thriller']",157909,Show Me,When two squeegee kids descend upon Sarah and ...
"['Harriet Andersson', 'Ingrid Thulin', 'Kari S...",['Drama'],10238,Viskningar och rop,When a woman dying of cancer in turn-of-the ce...
"['Lillian Gish', 'Mae Marsh', 'Robert Harron']",['Drama'],3059,Intolerance,"The story of a poor young woman, separated by ..."
"['Denise Crosby', 'Barbara Adams', 'Majel Barr...",['Documentary'],15800,Trekkies,A hilarious look at the universe's most ferven...
"['Charles King', 'Anita Page', 'Bessie Love']","['Drama', 'Music', 'Romance']",65203,The Broadway Melody,"Harriet and Queenie Mahoney, a vaudeville act,..."
"['Bruce Campbell', 'Ellen Sandweiss', 'Richard...",['Horror'],764,The Evil Dead,When a group of college students finds a myste...
"['Elijah Wood', 'America Olivo', 'Nora Arnezed...",['Horror'],103620,Maniac,As he helps a young artist with her upcoming e...
['Amos Oz'],"['History', 'Documentary']",319069,Censored Voices,The 1967 'Six-Day' war ended with Israel's dec...
"['Joe Bishop', 'Keith Cavill', 'Andy Cohn']",['Documentary'],14278,Murderball,"Quadriplegics, who play full-contact rugby in ..."
"['Michael Dudikoff', 'Steve James', 'Larry Poi...","['Action', 'Adventure', 'Drama']",25678,American Ninja 2: The Confrontation,"On a remote Caribbean island, Army Ranger Joe ..."
"['Carol Block', 'Doug Block', 'Ellen Block']",['Documentary'],79161,51 Birch Street,Documentary filmmaker Doug Block had every rea...
"['Christian Kapper', 'Natalie Welch', 'Tom E. ...","['Science Fiction', 'Family']",371690,Rotor DR1,In a post-apocalyptic world where half the pop...
"['Henry Fonda', 'Martin Balsam', 'John Fiedler']",['Drama'],389,12 Angry Men,The defense and the prosecution have rested an...
"['Christopher Plummer', 'Lynn Redgrave', 'Isab...","['Animation', 'Comedy', 'Drama']",52032,My Dog Tulip,The story of a man who rescues a German shephe...
"['Clark Gable', 'Claudette Colbert', 'Walter C...","['Comedy', 'Romance']",3078,It Happened One Night,Ellie Andrews has just tied the knot with soci...
"['Hristos Passalis', 'Angeliki Papoulia', 'Mar...",['Drama'],38810,Κυνόδοντας,Three teenagers are confined to an isolated co...
['Tupac Amaru Shakur'],"['Music', 'Documentary']",21525,Tupac: Resurrection,"Home movies, photographs, and recited poetry i..."
"['Janet McTeer', 'Kimberly J. Brown', 'Jennife...","['Comedy', 'Drama']",55123,Tumbleweeds,A woman constantly runs from town to town with...
"['Christopher Walken', 'Elias Koteas', 'Virgin...","['Fantasy', 'Horror', 'Thriller']",11980,The Prophecy,The angel Gabriel comes to Earth to collect a ...
"['Garance Clavel', 'Zinedine Soualem', 'Renée ...",['Comedy'],11956,Chacun Cherche Son Chat,"When Chloe (Garance Clavel), a young Parisian,..."
"['Katie Holmes', 'Derek Luke', 'Patricia Clark...","['Comedy', 'Drama']",1550,Pieces of April,Quirky and rebellious April Burns lives with h...
"['Mark Adams', 'Mark Caven', 'Allison Egan']",[],162396,The Big Swap,"In this British drama, Ellen (Sorcha Brooks) a..."
"['Daniel London', 'Will Oldham', 'Tanya Smith']",['Drama'],26518,Old Joy,Two old pals reunite for a camping trip in Ore...
"['Michelle Williams', 'Will Patton', 'Will Old...",['Drama'],8942,Wendy and Lucy,"Wendy, a near-penniless drifter, is traveling ..."
"['Edie Falco', 'Embeth Davidtz', 'Elias Koteas']",['Drama'],68412,3 Backyards,The story of three people from the same suburb...
"['Jean-Paul Belmondo', 'Anna Karina', 'Graziel...","['Drama', 'Thriller']",2786,Pierrot le fou,Pierrot escapes his boring society and travels...
[],['Documentary'],87943,Sisters in Law,Set in Kumba in South West Cameroon Sisters in...
[],['Documentary'],73981,Ayurveda: Art of Being,Ayurveda is a science of life and a healing ar...
"['Ivan Dixon', 'Abbey Lincoln', 'Julius Harris']",['Drama'],91721,Nothing But a Man,A proud black man and his school-teacher wife ...
"['Giovanni Ribisi', 'Natasha Gregson Wagner', ...",['Drama'],118452,"First Love, Last Rites",Joey and Sissel are two misfits spending most ...
"['J.P. Davis', 'Eddie Jones', 'Christina Chamb...","['Action', 'Adventure', 'Drama']",47534,Fighting Tommy Riley,"An aging trainer and a young fighter, both in ..."
"['Pat Morita', 'Eric Roberts', 'Gail Kim']","['Action', 'Thriller']",40914,Royal Kill,A fearsome warrior from the Kingdom of Samarza...
"['Dorothy Tristan', 'Jace Casey', 'Jace Casey']",[],365052,The Looking Glass,Troubled 13-year-old Julie loses her mother an...
"['David Carradine', 'Simone Griffeth', 'Sylves...","['Action', 'Comedy', 'Science Fiction']",13282,Death Race 2000,"In a boorish future, the government sponsors a..."
"['Ricky Schroder', 'Jon Gries', 'Tatyana Ali']","['Horror', 'Drama', 'Thriller']",250184,Locker 13,"The story of Skip, a young ex-convict who take..."
"['Lisa Hart Carroll', 'Michael Des Barres', 'P...",['Horror'],426067,Midnight Cabaret,A Broadway producer puts on a play with a Devi...
"['Joanna Cassidy', 'Joyce Guy', 'Bill Moseley']","['Romance', 'Comedy', 'Drama']",324352,Anderson's Cross,"Nick Anderson, Kevin Daniels, and Tracey Green..."
"['Pierre Prieur', 'Adrian James', 'Raquel Nave']","['Drama', 'Romance']",318040,Bizarre,"Maurice, a reticent young homeless man, someho..."
"['Christopher George', 'Billy Hufsey', 'Patch ...",['Horror'],27420,Graduation Day,"After a high school track runner, named Laura,..."
"['Kevin Corrigan', 'Barry Bostwick', 'Karen Bl...","['Comedy', 'Horror', 'Thriller']",80468,Some Guy Who Kills People,A former mental patient's repressed anger reac...
"['Ann Dowd', 'Dreama Walker', 'Pat Healy']","['Drama', 'Thriller', 'Crime']",84188,Compliance,Sandra is the manager at a fast-food restauran...
"['Ben Affleck', 'Joey Lauren Adams', 'Jason Lee']","['Comedy', 'Drama', 'Romance']",2255,Chasing Amy,Holden and Banky are comic book artists. Every...
"['Catherine Keener', 'Brenda Blethyn', 'Emily ...","['Comedy', 'Drama', 'Romance']",50035,Lovely & Amazing,Self-esteem and insecurity are at the heart of...
[],[],300327,Death Calls,An action-packed love story on the Mexican bor...
"['Parry Shen', 'Jason Tobin', 'Sung Kang']","['Crime', 'Drama']",14290,Better Luck Tomorrow,A group of over-achieving Asian-American high ...
"['Laurel Holloman', 'Maggie Moore', 'Kate Staf...","['Comedy', 'Drama', 'Romance']",29371,The Incredibly True Adventure of Two Girls In ...,An adventurous love story between two young wo...
"['Mike White', 'Chris Weitz', 'Lupe Ontiveros']","['Comedy', 'Drama']",44490,Chuck & Buck,Buck is a man-child who has lived his existenc...
"['Kal Penn', 'Purva Bedi', 'Deep Katdare']","['Drama', 'Comedy', 'Romance']",32222,American Desi,This is a fun-loving romantic comedy reminisce...
[],"['Drama', 'Action', 'Crime']",378237,Amidst the Devil's Wings,"Prequel to ""5th of a Degree."""
"['Nicole de Boer', 'Nicky Guadagni', 'David He...","['Thriller', 'Science Fiction', 'Mystery']",431,Cube,Seven strangers are taken out of their daily l...
"['Matt Day', 'Matthew Dyktynski', 'Alice Garner']","['Comedy', 'Romance']",76996,Love and Other Catastrophes,A day in the life of two film-school students ...
"['Charis Michelsen', 'Tom Larson', 'Richard Sp...","['Drama', 'Comedy', 'Animation']",51942,I Married a Strange Person!,A newlywed develops a strange lump on his neck...
"['Courteney Cox', 'James Le Gros', 'Michael Ea...","['Drama', 'Mystery', 'Thriller']",1424,November,Sophie Jacobs is going through the most diffic...
"['Anton Yelchin', 'Felicity Jones', 'Jennifer ...","['Drama', 'Romance']",60420,Like Crazy,A British college student falls for an America...
"['Glenn Plummer', 'Michelle Van Der Water', 'D...",['Horror'],325123,Teeth and Blood,A beautiful diva is murdered on the set of hor...
"['John Taylor', 'Michael Des Barres', 'Martin ...",['Comedy'],142132,Sugar Town,Look at the lives of struggling L.A. scene roc...
"['Jeffrey Chyau', 'Sung Kang', 'Jade Wu']","['Drama', 'Comedy']",20520,The Motel,Thirteen-year-old Ernest Chin lives and works ...
"['Lindsay Lohan', 'James Deen', 'Gus Van Sant']","['Thriller', 'Drama']",109729,The Canyons,The discovery of an illicit love affair leads ...
"['Judy Marte', 'Paola Mendoza', 'Flaco Navaja']",['Drama'],78307,On the Outs,Follows the choices made by three young women ...
"['Michael Shannon', 'Glenda Pannell', 'Lynnsee...","['Drama', 'Thriller']",12247,Shotgun Stories,Shotgun Stories tracks a feud that erupts betw...
"['Luke Mably', 'Adar Beck', 'Chris Carey']","['Thriller', 'Mystery']",29917,Exam,The final candidates for a highly desirable co...
"['Terumi Matthews', 'Nicole Zaray', 'Belinda B...","['Science Fiction', 'Drama']",70687,The Sticky Fingers of Time,A 1950s author (Terumi Matthews) is transporte...
"['Chris Chatman', 'Candise Lakota', 'Krystle C...",['Music'],60463,Sunday School Musical,Two competing groups of high school students m...
"['Corbin Bernsen', 'Frank Gallacher', 'Lloyd W...",['Drama'],46252,Rust,"In the midst of a midlife crisis of faith, a m..."
"['Chris Kelly', 'Jessica Duffy', 'Quinn Hunchar']","['Action', 'Fantasy']",24869,Ink,Invisible forces exert power over us in our sl...
"['Sophie Bolen', 'Madeline Vail ', 'Colby Fren...","['Drama', 'Family']",77934,The Christmas Bunny,The Christmas Bunny tells the story of a lonel...
"['Stacy Keach', 'Pia Zadora', 'Orson Welles']","['Crime', 'Drama']",34697,Butterfly,"Orson Welles, as judge Rauch, holds a lengthy ..."
[],[],320435,UnDivided,UnDivided documents the true story of how a su...
"['Brit Morgan', 'Noah Segan']","['Horror', 'Thriller']",150211,The Frozen,"After a harrowing snowmobile accident, a young..."
"['Jordan Trovillion', 'Dean Cain', 'Sherryl De...","['Family', 'Drama']",306667,Horse Camp,What’s the matter with Kathy (Jordan Trovillio...
"['Katie Cleary', 'Robert Davi', 'Carole Davis']",['Documentary'],274758,Give Me Shelter,Give Me Shelter is a documentary to raise awar...
"['John Gilbert', 'Renée Adorée', 'Hobart Boswo...","['Drama', 'Romance', 'War']",3060,The Big Parade,The story of an idle rich boy who joins the US...
"['Sid Haig', 'Richard Riehle', 'Mel England']",['Comedy'],40963,Little Big Top,An aging out of work clown returns to his smal...
"['Michael Madsen', 'Iman Crosson', 'Lazar Rist...","['Romance', 'Comedy', 'Music']",173224,Along the Roadside,Road movie about two young people from differe...
"['Tom Hardy', 'Matt King', 'James Lance']","['Drama', 'Action', 'Crime']",18533,Bronson,A young man who was sentenced to 7 years in pr...
"['Peter Shinkoda', 'Merik Tadros', 'Peter Sher...",['Western'],376010,Western Religion,The year is 1879. Gunfighters from the far rea...
"['Donald Austin', 'Brendan ""Doogie"" Milewski',...","['Foreign', 'Documentary']",139948,Burn,"A character-driven, action-packed documentary ..."
"['Dan Futterman', 'Matt Keeslar', 'Samuel Ball']","['Romance', 'Drama']",77332,Urbania,Charlie takes an odyssey through grief during ...
"['Christina Hart', 'Ronald South', 'William Co...",['Comedy'],70478,The Stewardesses,The Stewardesses is a 1969 Softcore 3-D film. ...
"['Paul Hubschmid', 'Paula Raymond', 'Cecil Kel...","['Adventure', 'Horror', 'Science Fiction']",35073,"The Beast from 20,000 Fathoms","The Beast from 20,000 Fathoms is a 1953 scienc..."
"['Mel Gibson', 'Joanne Samuel', 'Hugh Keays-By...","['Adventure', 'Action', 'Thriller']",9659,Mad Max,"In a dystopian future Australia, a vicious bik..."
"['Jon Favreau', 'Vince Vaughn', 'Ron Livingston']","['Comedy', 'Romance']",10218,Swingers,"This is a story about Mike, a guy who left his..."
"['Clint Eastwood', 'Marianne Koch', 'Gian Mari...",['Western'],391,Per un pugno di dollari,The Man With No Name enters the Mexican villag...
"['Mae West', 'Cary Grant', 'Owen Moore']",['Comedy'],43595,She Done Him Wrong,New York singer and nightclub owner Lady Lou h...
[],[],194588,Short Cut to Nirvana: Kumbh Mela,Every 12 years over 70 million pilgrims gather...
"['Michael Joiner', 'Michael Higgenbottom', 'Lo...",['Drama'],54897,The Grace Card,Everything can change in an instant ... and ta...
"['David Oyelowo', 'Maya Gilbert', 'Sharon Lawr...",['Drama'],83588,Middle of Nowhere,'Middle of Nowhere' follows a woman named Ruby...
"['Sophie Rois', 'Sebastian Schipper', 'Devid S...","['Romance', 'Drama', 'Comedy']",53256,Drei,Hanna and Simon are in a 20 year marriage with...
"['Evan Adams', 'Michelle St. John', 'Gene Taga...","['Music', 'Drama']",40920,The Business of Fancydancing,"Seymour Polatkin is a successful, gay Indian p..."
[],['Documentary'],287815,Call + Response,Call + Response is a first of its kind feature...
"['Samantha Dark', 'Heather Magee', 'Richard Gl...","['Crime', 'Horror', 'Thriller']",54702,Malevolence,It's ten years after the kidnapping of Martin ...
"['Adam Rifkin', 'Kelley Menighan Hensley', 'Ke...",[],176074,Reality Show,The Warwick family are unknowingly being filme...
"['Shannon Beckner', 'Oded Fehr', 'Ryan Kennedy']",['Horror'],69270,Super Hybrid,"Late one night, a mysterious car is brought in..."
"['Ross Partridge', 'Steve Zissis', 'Greta Gerw...","['Drama', 'Comedy', 'Horror']",5759,Baghead,Four actors go to a cabin in the woods to writ...
"['Armin Habibovich', 'Victoria Lachelle', 'Liv...",['Horror'],402515,Solitude,After finding an old storage locker filled wit...
[],['Documentary'],126141,Chats perchés,Paris 2002. Yellow cats appear on the walls. C...
"['Birgitte Federspiel', 'Preben Lerdorff Rye',...",['Drama'],48035,Ordet,"How do we understand faith and prayer, and wha..."
"['Marianna Palka', 'Jason Ritter', 'Eric Edels...","['Comedy', 'Drama', 'Romance']",14758,Good Dick,"A fidgety, wisecracking video store clerk deve..."
"['David Lee Smith', 'Tony Todd', 'John Billing...","['Science Fiction', 'Drama']",13363,The Man from Earth,An impromptu goodbye party for Professor John ...
[],['Documentary'],37985,The Trials Of Darryl Hunt,"""The Trials of Darryl Hunt"" is a feature docum..."
"['Mia Farrow', 'AnnaSophia Robb', 'Olivia Ball...","['Drama', 'Family']",25786,Samantha: An American Girl Holiday,Kindhearted Samantha Parkington's world starts...
"['Chase Masterson', 'John Newton', 'Kipleigh B...","['Drama', 'Mystery', 'Science Fiction']",36549,Yesterday Was a Lie,Hoyle a girl with a sharp mind and a weakness ...
"['Edie McClurg', 'C. Fraser Press', 'Richard P...","['Music', 'Comedy', 'Drama']",361398,Theresa Is a Mother,Singer/songwriter and single mother Theresa Mc...
"['Robin Bartlett', 'Rebecca Dayan', 'Will Jano...","['Thriller', 'Drama', 'Science Fiction']",289180,H.,H. is a modern interpretation of a classic Gre...
"['Sally Kirkland', 'Victoria Clark', 'James Mu...",['Drama'],288927,Archaeology of a Woman,A woman's dementia uncovers secrets of a 30-ye...
"['Mohammad Amir Naji', 'Amir Farrokh Hashemian...","['Drama', 'Comedy', 'Family']",21334,بچه‌های آسمان,Zohre's shoes are gone; her older brother Ali ...
"['Tom Cullen', 'Chris New', 'Jonathan Race']","['Drama', 'Romance']",79120,Weekend,After a drunken house party with his straight ...
"['Tracy Camilla Johns', 'Tommy Redmond Hicks',...","['Comedy', 'Romance']",27995,She's Gotta Have It,The story of Nola Darling's simultaneous sexua...
[],['Documentary'],253290,Butterfly Girl,"Abbie came of age in honky tonks, defying her ..."
"['Ana Maria Guran', 'Iulia Ciochina', 'Oana Ru...",['Drama'],344466,Lumea e a mea,Larisa is 16 and lives in a city by the sea. I...
"['William Mapother', 'Brit Marling', 'Matthew-...","['Drama', 'Science Fiction']",55420,Another Earth,On the night of the discovery of a duplicate E...
"['Simon Chuckster', 'Melvin Van Peebles', 'Hub...","['Action', 'Drama', 'Romance']",5822,Sweet Sweetback's Baadasssss Song,After saving a Black Panther from some racist ...
"['Ken Roht', 'Jeffrey Watkins', 'William Nicol']",['Drama'],408429,Perfect Cowboy,Two gay fathers of a straight country western ...
"['Aaron Stanford', 'Kate Mara', 'Bebe Neuwirth']","['Comedy', 'Drama', 'Romance']",39141,Tadpole,"Beautiful, sophisticated women are all over Os..."
"['Glen Hansard', 'Markéta Irglová', 'Hugh Walsh']","['Drama', 'Music', 'Romance']",5723,Once,A vacuum repairman moonlights as a street musi...
"['Patrick Warburton', 'Eugene Roche', 'Ron Mor...",['Drama'],28666,The Woman Chaser,A 1950s used-car salesman (Patrick Warburton) ...
"['Simon Baron-Cohen', 'Temple Grandin', 'Roy R...",['Documentary'],30979,The Horse Boy,Filmmaker Michel Orion Scott captures a magica...
"['Kate Ashfield', 'Jo Hartley', 'Martin Compst...","['Thriller', 'Drama', 'Horror']",50497,When the Lights Went Out,"Yorkshire, 1974, the Maynard family moves into..."
"['Joel Moody', 'William Martinez', 'Vivienne V...","['Action', 'Drama']",354624,Heroes of Dirt,"Passionate BMX dirt jumper, Phin Cooper, wants..."
"['Ann Altieri', 'Chris Doran', 'Sally Dryer']","['Animation', 'Family', 'Comedy']",13187,A Charlie Brown Christmas,When Charlie Brown complains about the overwhe...
[],['Documentary'],335244,Antarctic Edge: 70° South,"In 2014, scientists declared West Antarctic ic..."
"['Lisa Ann', 'Kayden Kross', 'Belladonna']",['Documentary'],178862,Aroused,Get up close and personal with 16 of the most ...
[],['Documentary'],331745,Top Spin,Three teenagers' quest to qualify for the 2012...
"['Michael Moore', 'Roger B. Smith', 'Rhonda Br...","['Documentary', 'History']",1779,Roger & Me,A documentary about the closure of General Mot...
"['J.D. Williams', 'Hassan Johnson', 'Anil Raman']",[],282128,An American in Hollywood,A talented young filmmaker from New York sets ...
"['Brit Marling', 'Christopher Denham', 'Nicole...","['Science Fiction', 'Drama', 'Mystery']",86812,Sound of My Voice,A journalist and his girlfriend get pulled in ...
[],[],38786,The Blood of My Brother: A Story of Death in Iraq,THE BLOOD OF MY BROTHER goes behind the scenes...
"['Mark Duplass', 'Emily Blunt', 'Rosemarie DeW...","['Drama', 'Comedy']",84355,Your Sister's Sister,Iris invites her friend Jack to stay at her fa...
"['David Hewlett', 'Kate Hewlett', 'Paul McGill...",['Comedy'],18632,A Dog's Breakfast,If you've never been good at anything in your ...
"['Macha Méril', 'Bernard Noël', 'Philippe Leroy']","['Drama', 'Romance']",40652,Une femme mariée: Suite de fragments d'un film...,"Charlotte is young and modern, not a hair out ..."
"['Nate Parker', 'Armie Hammer', 'Aja Naomi King']",['Drama'],339408,The Birth of a Nation,"Nat Turner, a former slave in America, leads a..."
"['Kirby Heyborne', 'Christopher Robin Miller',...",['Comedy'],266857,The Work and The Story,"It is July, 2000 Richard Dutcher, the man who ..."
"['James Blackwell', 'Alex Kendrick', 'Shannen ...",['Drama'],18925,Facing the Giants,A losing coach with an underdog football team ...
"['Cassidy Gifford', 'Ryan Shoos', 'Pfeifer Bro...","['Horror', 'Thriller']",299245,The Gallows,20 years after a horrific accident during a sm...
"['Jack Nance', 'Charlotte Stewart', 'Allen Jos...","['Drama', 'Fantasy', 'Horror']",985,Eraserhead,Henry Spencer tries to survive his industrial ...
"['Robert Townsend', 'Craigus R. Johnson', 'Hel...",['Comedy'],34101,Hollywood Shuffle,Aspiring actor and hot-dog stand employee Bobb...
"['Sharon Stone', 'Elden Henson', 'Kieran Culkin']","['Comedy', 'Drama']",9821,The Mighty,This tells the story of a strong friendship be...
"[""Wilbur 'Hi-Fi' White"", 'Leon Isaac Kennedy',...","['Action', 'Drama']",65448,Penitentiary,A hitchhiker named Martel Gordone gets in a fi...
"['Fay Masterson', 'Andrew Parks', 'Susan McCon...","['Comedy', 'Horror', 'Science Fiction']",18841,The Lost Skeleton of Cadavra,Remember the good old days when anyone with a ...
"['Gabriela Castillo', 'Trish Cook', 'Alexander...",['Family'],272726,Dude Where's My Dog?,"Left home alone with his dog Harry, young Ray ..."
"['Pat Healy', 'Ethan Embry', 'Sara Paxton']","['Drama', 'Comedy', 'Crime']",175291,Cheap Thrills,"Recently fired and facing eviction, a new dad ..."
"['Jonathan Blow', 'Phil Fish', 'Edmund McMillen']",['Documentary'],80215,Indie Game: The Movie,Indie Game: The Movie is a feature documentary...
"['Gillian Anderson', 'Danny Dyer', 'Adam Rayner']",['Thriller'],13538,Straightheads,There is instant chemistry between Alice (Gill...
"['John Ireland', 'Jane Randolph', 'Sheldon Leo...","['Crime', 'Mystery', 'Thriller']",51130,Open Secret,A couple discovers that their friend has gone ...
"['Johnathan Hurley', 'Jordan Savage', 'Dane Bo...","['Thriller', 'Action', 'Drama']",270554,Echo Dr.,"When their home security system malfunctions, ..."
"['Max von Sydow', 'Trevor Howard', 'Liv Ullmann']","['Crime', 'Horror']",72086,The Night Visitor,An insane Swedish farmer escapes from an asylu...
"['Dottie Alexander', 'Derek Almstead', 'David ...","['Documentary', 'Music']",268917,The Past Is a Grotesque Animal,"A personal, accessible look at an artist - Kev..."
[],['Documentary'],64973,"Peace, Propaganda & the Promised Land",This video shows how the foreign policy intere...
"['Sean Gullette', 'Mark Margolis', 'Ben Shenkm...","['Mystery', 'Drama', 'Thriller']",473,Pi,The debut film from Darren Aronofsky in which ...
"['Marla Schaffel', 'Mitchell Whitfield', 'Mich...","['Comedy', 'Romance']",90414,"I Love You, Don't Touch Me!","The story of a 25 year old virgin girl, lookin..."
"['Myles Berkowitz', 'Tia Carrere', 'Elisabeth ...","['Romance', 'Comedy']",111794,20 Dates,Myles is divorced in L.A. He wants a love life...
"['Michelle Simone Miller', 'Kathryn Metz', 'A....",['Science Fiction'],360188,Queen Crab,A meteor crashes into a quiet lake in the remo...
"['Morgan Spurlock', 'Daryl Isaacs', 'Lisa Ganj...","['Documentary', 'Comedy', 'Drama']",9372,Super Size Me,Morgan Spurlock subjects himself to a diet bas...
"['Jason Trost', 'Lee Valmassy', 'Art Hsu']",['Comedy'],85860,The FP,Two rival gangs fight for control of Frazier P...
"['Anna Kendrick', 'Melanie Lynskey', 'Mark Web...","['Comedy', 'Drama']",244534,Happy Christmas,"After a breakup with her boyfriend, a young wo..."
"['Jason Evers', 'Virginia Leith', 'Doris Brent']","['Horror', 'Science Fiction']",33468,The Brain That Wouldn't Die,Dr. Bill Cortner (Jason Evers) and his fiancée...
"['Mark Strano', 'Frankie Valenti', 'Johnny Haz...",['Drama'],294086,Tiger Orange,In the small Central California town where the...
"['Alex Karpovsky', 'Tarik Lowe', 'Arielle Kebb...","['Drama', 'Comedy']",139998,Supporting Characters,Two New York film editors balance their person...
